Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2025,Regular Season,Saitama Seibu Lions,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=11415138"">Nomura, Daiju</a>",2B,12,1.000,7,17,0,4,,11415138
2025,Regular Season,Saitama Seibu Lions,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=11415138"">Nomura, Daiju</a>",3B,2,1.000,0,1,0,0,,11415138
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=11415150"">Takeda, Yu</a>",P,1,0.000,0,0,0,0,,11415150
2025,Regular Season,Yokohama DeNA Baystars,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=11415150"">Takeda, Yu</a>",P,6,1.000,2,1,0,0,,11415150
2025,Regular Season,Tohoku Rakuten Golden Eagles,52,"<a href=""https://proeyekyuu.com/player/?PlayerID=11415151"">Tsurusaki, Taisei</a>",P,17,1.000,2,4,0,0,,11415151
2025,Climax Series - First Stage,Yomiuri Giants,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515130"">Okamoto, Kazuma</a>",1B,1,1.000,2,0,0,0,,11515130
2025,Climax Series - First Stage,Yomiuri Giants,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515130"">Okamoto, Kazuma</a>",3B,2,1.000,1,4,0,1,,11515130
2025,Regular Season,Yomiuri Giants,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515130"">Okamoto, Kazuma</a>",1B,27,0.985,179,20,3,13,,11515130
2025,Regular Season,Yomiuri Giants,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515130"">Okamoto, Kazuma</a>",3B,52,0.985,27,102,2,11,,11515130
2025,Regular Season,Chunichi Dragons,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515131"">Okada, Toshiya</a>",P,4,1.000,0,1,0,0,,11515131
2025,Climax Series - First Stage,Orix Buffaloes,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515132"">Ohshiro, Koji</a>",2B,1,0.000,0,0,0,0,,11515132
2025,Regular Season,Orix Buffaloes,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515132"">Ohshiro, Koji</a>",1B,3,1.000,4,0,0,0,,11515132
2025,Regular Season,Orix Buffaloes,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515132"">Ohshiro, Koji</a>",2B,48,1.000,31,56,0,10,,11515132
2025,Regular Season,Orix Buffaloes,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515132"">Ohshiro, Koji</a>",3B,1,1.000,0,2,0,1,,11515132
2025,Regular Season,Orix Buffaloes,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515132"">Ohshiro, Koji</a>",SS,13,1.000,13,38,0,9,,11515132
2025,Regular Season,Chunichi Dragons,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515133"">Ohno, Yudai</a>",P,20,1.000,9,17,0,1,,11515133
2025,Regular Season,Tokyo Yakult Swallows,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515137"">Ogawa, Yasuhiro</a>",P,13,1.000,2,5,0,0,,11515137
2025,Regular Season,Chiba Lotte Marines,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515138"">Ojima, Kazuya</a>",P,24,0.912,11,20,3,2,,11515138
2025,Regular Season,Chiba Lotte Marines,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515139"">Oka, Hiromi</a>",1B,3,1.000,21,4,0,2,,11515139
2025,Regular Season,Chiba Lotte Marines,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515139"">Oka, Hiromi</a>",OF,34,1.000,62,0,0,0,,11515139
2025,Regular Season,Tohoku Rakuten Golden Eagles,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515150"">Ehara, Masahiro</a>",P,30,0.900,2,7,1,0,,11515150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,98,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515151"">Umebayashi, Yuki</a>",C,2,1.000,15,1,0,0,0,11515151
2025,Regular Season,Hanshin Tigers,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515155"">Okadome, Hidetaka</a>",P,10,1.000,0,3,0,0,,11515155
2025,Regular Season,Yomiuri Giants,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515157"">Kadowaki, Makoto</a>",2B,16,0.986,31,40,1,8,,11515157
2025,Regular Season,Yomiuri Giants,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515157"">Kadowaki, Makoto</a>",3B,44,0.981,13,38,1,4,,11515157
2025,Regular Season,Yomiuri Giants,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515157"">Kadowaki, Makoto</a>",SS,17,0.979,18,29,1,5,,11515157
2025,Regular Season,Fukuoka Softbank Hawks,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=11515159"">Ohyama, Ryo</a>",P,26,0.857,2,4,1,0,,11515159
2025,Regular Season,Tokyo Yakult Swallows,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615134"">Hasegawa, Hiroki</a>",P,4,1.000,0,1,0,0,,11615134
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",2B,4,1.000,11,12,0,3,,11615155
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",3B,1,1.000,0,2,0,0,,11615155
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",SS,1,1.000,3,2,0,0,,11615155
2025,Japan Series,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",3B,4,0.800,1,3,1,0,,11615155
2025,Japan Series,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",SS,2,1.000,4,5,0,1,,11615155
2025,Regular Season,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",1B,3,1.000,1,0,0,0,,11615155
2025,Regular Season,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",2B,19,1.000,21,37,0,6,,11615155
2025,Regular Season,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",3B,53,1.000,15,44,0,7,,11615155
2025,Regular Season,Fukuoka Softbank Hawks,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615155"">Nomura, Isami</a>",SS,73,0.976,90,153,6,26,,11615155
2025,Regular Season,Tokyo Yakult Swallows,93,"<a href=""https://proeyekyuu.com/player/?PlayerID=11615157"">Hashimoto, Seiya</a>",OF,3,1.000,1,0,0,0,,11615157
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",2B,1,1.000,0,1,0,0,,11715132
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",SS,2,1.000,1,6,0,1,,11715132
2025,Japan Series,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",2B,1,1.000,2,2,0,0,,11715132
2025,Japan Series,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",SS,4,1.000,5,4,0,1,,11715132
2025,Regular Season,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",1B,6,1.000,10,1,0,2,,11715132
2025,Regular Season,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",2B,28,0.990,42,60,1,16,,11715132
2025,Regular Season,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",3B,6,1.000,1,6,0,1,,11715132
2025,Regular Season,Fukuoka Softbank Hawks,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715132"">Kawase, Hikaru</a>",SS,59,0.991,37,73,1,10,,11715132
2025,Regular Season,Chiba Lotte Marines,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715153"">Ogawa, Ryusei</a>",2B,40,0.991,41,65,1,13,,11715153
2025,Regular Season,Chiba Lotte Marines,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715153"">Ogawa, Ryusei</a>",SS,48,0.983,73,104,3,16,,11715153
2025,Regular Season,Fukuoka Softbank Hawks,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=11715155"">Kawamura, Yuto</a>",OF,15,1.000,8,0,0,0,,11715155
2025,Climax Series - First Stage,Orix Buffaloes,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815130"">Mune, Yuma</a>",3B,2,1.000,2,3,0,0,,11815130
2025,Regular Season,Orix Buffaloes,6,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815130"">Mune, Yuma</a>",3B,98,0.972,61,150,6,18,,11815130
2025,Regular Season,Tohoku Rakuten Golden Eagles,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815132"">Horiuchi, Kengo</a>",C,76,0.995,359,35,2,2,2,11815132
2025,Regular Season,Tokyo Yakult Swallows,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815134"">Hoshi, Tomoya</a>",P,44,1.000,2,7,0,0,,11815134
2025,Regular Season,Tokyo Yakult Swallows,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815136"">Masuda, Shu</a>",1B,7,0.923,10,2,1,1,,11815136
2025,Regular Season,Tokyo Yakult Swallows,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815136"">Masuda, Shu</a>",OF,31,1.000,45,0,0,0,,11815136
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815138"">Mannami, Chusei</a>",OF,6,0.917,11,0,1,0,,11815138
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815138"">Mannami, Chusei</a>",OF,2,1.000,4,0,0,0,,11815138
2025,Regular Season,Hokkaido Nippon-Ham Fighters,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815138"">Mannami, Chusei</a>",OF,119,0.970,223,4,7,1,,11815138
2025,Regular Season,Orix Buffaloes,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=11815155"">Fukunaga, Sho</a>",C,38,1.000,157,12,0,0,2,11815155
2025,Regular Season,Chunichi Dragons,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915130"">Saitoh, Kohki</a>",P,42,1.000,1,3,0,0,,11915130
2025,Climax Series - Final Stage,Hanshin Tigers,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915132"">Sakamoto, Seishiro</a>",C,3,1.000,31,5,0,0,0,11915132
2025,Japan Series,Hanshin Tigers,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915132"">Sakamoto, Seishiro</a>",C,5,0.978,42,2,1,0,0,11915132
2025,Regular Season,Hanshin Tigers,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915132"">Sakamoto, Seishiro</a>",C,115,0.997,785,84,3,10,4,11915132
2025,Regular Season,Hiroshima Toyo Carp,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915134"">Sakakura, Shogo</a>",1B,4,1.000,17,0,0,1,,11915134
2025,Regular Season,Hiroshima Toyo Carp,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915134"">Sakakura, Shogo</a>",C,97,0.991,626,51,6,6,3,11915134
2025,Regular Season,Tokyo Yakult Swallows,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915153"">Kizawa, Naofumi</a>",P,42,0.800,3,1,1,0,,11915153
2025,Regular Season,Tohoku Rakuten Golden Eagles,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=11915159"">Sakai, Haruto</a>",P,1,0.000,0,0,0,0,,11915159
2025,Regular Season,Chunichi Dragons,52,"<a href=""https://proeyekyuu.com/player/?PlayerID=13015150"">Marte, Yunior</a>",P,35,0.750,3,3,2,0,,13015150
2025,Regular Season,Tohoku Rakuten Golden Eagles,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=13015155"">Turley, Nik</a>",P,2,0.000,0,0,0,0,,13015155
2025,Regular Season,Hiroshima Toyo Carp,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115136"">Yamaashi, Tatsuya</a>",1B,5,1.000,10,0,0,2,,13115136
2025,Regular Season,Hiroshima Toyo Carp,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115136"">Yamaashi, Tatsuya</a>",2B,1,0.000,0,0,0,0,,13115136
2025,Regular Season,Hiroshima Toyo Carp,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115136"">Yamaashi, Tatsuya</a>",3B,1,1.000,0,1,0,0,,13115136
2025,Regular Season,Hiroshima Toyo Carp,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115136"">Yamaashi, Tatsuya</a>",SS,1,1.000,1,2,0,0,,13115136
2025,Regular Season,Yomiuri Giants,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115150"">Miyahara, Shunsuke</a>",P,14,1.000,0,2,0,0,,13115150
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115153"">Maki, Shugo</a>",1B,3,1.000,18,2,0,0,,13115153
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115153"">Maki, Shugo</a>",2B,1,1.000,1,0,0,0,,13115153
2025,Climax Series - First Stage,Yokohama DeNA Baystars,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115153"">Maki, Shugo</a>",1B,2,1.000,16,2,0,2,,13115153
2025,Regular Season,Yokohama DeNA Baystars,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115153"">Maki, Shugo</a>",1B,3,1.000,3,0,0,0,,13115153
2025,Regular Season,Yokohama DeNA Baystars,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115153"">Maki, Shugo</a>",2B,93,0.988,201,280,6,49,,13115153
2025,Regular Season,Tohoku Rakuten Golden Eagles,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115155"">Matsui, Tomotaka</a>",P,13,0.000,0,0,0,0,,13115155
2025,Regular Season,Yomiuri Giants,031,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115157"">Mitsuka, Rui</a>",OF,1,1.000,6,0,0,0,,13115157
2025,Regular Season,Fukuoka Softbank Hawks,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=13115159"">Maeda, Yugo</a>",P,3,1.000,1,0,0,0,,13115159
2025,Regular Season,Orix Buffaloes,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=13215157"">Perdomo, Luis</a>",P,50,0.895,4,13,2,0,,13215157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=13315136"">Wakabayashi, Akihiro</a>",1B,2,1.000,7,0,0,2,,13315136
2025,Regular Season,Hokkaido Nippon-Ham Fighters,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=13315136"">Wakabayashi, Akihiro</a>",2B,2,0.857,2,4,1,1,,13315136
2025,Climax Series - Final Stage,Hanshin Tigers,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=13315153"">Murakami, Shoki</a>",P,1,1.000,0,3,0,0,,13315153
2025,Japan Series,Hanshin Tigers,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=13315153"">Murakami, Shoki</a>",P,2,1.000,1,0,0,0,,13315153
2025,Regular Season,Hanshin Tigers,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=13315153"">Murakami, Shoki</a>",P,26,0.972,8,27,1,1,,13315153
2025,Regular Season,Tohoku Rakuten Golden Eagles,72,"<a href=""https://proeyekyuu.com/player/?PlayerID=13315155"">Miyamori, Satoshi</a>",P,10,0.000,0,0,0,0,,13315155
2025,Regular Season,Fukuoka Softbank Hawks,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=13415155"">Osuna, Roberto</a>",P,26,1.000,2,4,0,0,,13415155
2025,Regular Season,Hiroshima Toyo Carp,49,"<a href=""https://proeyekyuu.com/player/?PlayerID=13515150"">Watanabe, Yuto</a>",1B,2,1.000,16,2,0,1,,13515150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=13515157"">Yoshida, Kengo</a>",1B,7,1.000,31,1,0,2,,13515157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=13515157"">Yoshida, Kengo</a>",C,5,1.000,19,0,0,0,1,13515157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=13515157"">Yoshida, Kengo</a>",OF,20,1.000,20,0,0,0,,13515157
2025,Regular Season,Yokohama DeNA Baystars,66,"<a href=""https://proeyekyuu.com/player/?PlayerID=13715132"">Viciedo, Dayan</a>",1B,17,1.000,110,7,0,9,,13715132
2025,Japan Series,Hanshin Tigers,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=13715150"">Duplantier, Jon</a>",P,1,1.000,1,0,0,0,,13715150
2025,Regular Season,Hanshin Tigers,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=13715150"">Duplantier, Jon</a>",P,15,1.000,1,5,0,0,,13715150
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13715159"">Kay, Anthony</a>",P,1,1.000,0,2,0,0,,13715159
2025,Climax Series - First Stage,Yokohama DeNA Baystars,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13715159"">Kay, Anthony</a>",P,1,0.000,0,0,0,0,,13715159
2025,Regular Season,Yokohama DeNA Baystars,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=13715159"">Kay, Anthony</a>",P,24,1.000,15,30,0,1,,13715159
2025,Regular Season,Chunichi Dragons,93,"<a href=""https://proeyekyuu.com/player/?PlayerID=13915150"">Muller, Kyle</a>",P,18,0.960,7,17,1,1,,13915150
2025,Regular Season,Saitama Seibu Lions,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=13915157"">Cedeno, Leandro</a>",1B,7,1.000,42,9,0,4,,13915157
2025,Regular Season,Saitama Seibu Lions,50,"<a href=""https://proeyekyuu.com/player/?PlayerID=21025136"">Takamatsu, Wataru</a>",OF,10,1.000,11,0,0,0,,21025136
2025,Regular Season,Hokkaido Nippon-Ham Fighters,41,"<a href=""https://proeyekyuu.com/player/?PlayerID=21025137"">Fukutani, Koji</a>",P,14,0.750,1,2,1,1,,21025137
2025,Regular Season,Saitama Seibu Lions,16,"<a href=""https://proeyekyuu.com/player/?PlayerID=21025155"">Sumida, Chihiro</a>",P,23,1.000,10,17,0,1,,21025155
2025,Regular Season,Chunichi Dragons,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=21025157"">Tanaka, Mikiya</a>",2B,92,0.988,210,293,6,60,,21025157
2025,Regular Season,Chunichi Dragons,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=21025157"">Tanaka, Mikiya</a>",SS,1,1.000,2,3,0,0,,21025157
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125134"">Ishii, Kazunari</a>",2B,5,1.000,4,9,0,1,,21125134
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125134"">Ishii, Kazunari</a>",2B,1,1.000,3,4,0,1,,21125134
2025,Regular Season,Hokkaido Nippon-Ham Fighters,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125134"">Ishii, Kazunari</a>",2B,102,0.989,190,263,5,46,,21125134
2025,Regular Season,Tokyo Yakult Swallows,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125137"">Ishiyama, Taichi</a>",P,42,1.000,2,6,0,0,,21125137
2025,Regular Season,Chunichi Dragons,9,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125150"">Ishii, Yuta</a>",C,85,0.995,506,56,3,3,3,21125150
2025,Regular Season,Hiroshima Toyo Carp,32,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125151"">Ishihara, Tomoki</a>",C,51,1.000,250,19,0,2,1,21125151
2025,Regular Season,Chiba Lotte Marines,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125155"">Ikeda, Raito</a>",1B,50,0.994,303,27,2,22,,21125155
2025,Regular Season,Chiba Lotte Marines,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125155"">Ikeda, Raito</a>",2B,9,0.938,14,16,2,2,,21125155
2025,Regular Season,Chiba Lotte Marines,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125155"">Ikeda, Raito</a>",3B,24,0.979,11,36,1,1,,21125155
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125159"">Ishida, Yutaro</a>",P,2,1.000,1,1,0,0,,21125159
2025,Climax Series - First Stage,Yokohama DeNA Baystars,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125159"">Ishida, Yutaro</a>",P,1,0.000,0,0,0,0,,21125159
2025,Regular Season,Yokohama DeNA Baystars,54,"<a href=""https://proeyekyuu.com/player/?PlayerID=21125159"">Ishida, Yutaro</a>",P,21,1.000,2,11,0,1,,21125159
2025,Regular Season,Tokyo Yakult Swallows,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=21225133"">Nishikawa, Haruki</a>",OF,29,0.964,54,0,2,0,,21225133
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=21225136"">Nakagawa, Koh</a>",P,2,1.000,0,1,0,0,,21225136
2025,Regular Season,Yokohama DeNA Baystars,64,"<a href=""https://proeyekyuu.com/player/?PlayerID=21225136"">Nakagawa, Koh</a>",P,30,1.000,1,3,0,0,,21225136
2025,Regular Season,Chunichi Dragons,38,"<a href=""https://proeyekyuu.com/player/?PlayerID=21225137"">Matsuba, Takahiro</a>",P,23,0.978,10,34,1,2,,21225137
2025,Regular Season,Chiba Lotte Marines,18,"<a href=""https://proeyekyuu.com/player/?PlayerID=21225139"">Futaki, Kota</a>",P,1,1.000,1,1,0,0,,21225139
2025,Climax Series - Final Stage,Hanshin Tigers,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325134"">Ohyama, Yusuke</a>",1B,3,1.000,24,1,0,0,,21325134
2025,Japan Series,Hanshin Tigers,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325134"">Ohyama, Yusuke</a>",1B,5,1.000,42,6,0,5,,21325134
2025,Regular Season,Hanshin Tigers,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325134"">Ohyama, Yusuke</a>",1B,140,0.995,1203,65,6,79,,21325134
2025,Regular Season,Tohoku Rakuten Golden Eagles,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325135"">Okajima, Takero</a>",OF,1,0.000,0,0,0,0,,21325135
2025,Climax Series - First Stage,Yomiuri Giants,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325136"">Ohshiro, Takumi</a>",C,1,0.000,0,0,0,0,0,21325136
2025,Regular Season,Yomiuri Giants,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325136"">Ohshiro, Takumi</a>",1B,12,0.962,71,5,3,6,,21325136
2025,Regular Season,Yomiuri Giants,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325136"">Ohshiro, Takumi</a>",C,8,0.971,30,4,1,1,0,21325136
2025,Regular Season,Hiroshima Toyo Carp,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325138"">Ohmori, Minoru</a>",OF,92,0.990,104,0,1,0,,21325138
2025,Climax Series - Final Stage,Hanshin Tigers,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325139"">Umeno, Ryutaro</a>",C,1,1.000,2,0,0,0,0,21325139
2025,Japan Series,Hanshin Tigers,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325139"">Umeno, Ryutaro</a>",C,1,1.000,1,0,0,0,0,21325139
2025,Regular Season,Hanshin Tigers,2,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325139"">Umeno, Ryutaro</a>",C,46,1.000,220,22,0,1,0,21325139
2025,Regular Season,Fukuoka Softbank Hawks,69,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325150"">Iwasaki, Shunsuke</a>",P,1,0.000,0,0,0,0,,21325150
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,61,"<a href=""https://proeyekyuu.com/player/?PlayerID=21325153"">Imagawa, Yuma</a>",OF,1,0.000,0,0,0,0,,21325153
