Season,Game Type,Team,#,Name,Position,G,FPCT,PO,A,E,DP,PB,PlayerID
2025,Regular Season,Chunichi Dragons,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=83785150"">Vosler, Jason</a>",3B,17,1.000,7,29,0,3,,83785150
2025,Regular Season,Chunichi Dragons,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=83785150"">Vosler, Jason</a>",OF,2,1.000,1,0,0,0,,83785150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,96,"<a href=""https://proeyekyuu.com/player/?PlayerID=83785159"">Sun, Yi-Lei</a>",P,9,1.000,0,2,0,0,,83785159
2025,Regular Season,Yomiuri Giants,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095134"">Takanashi, Yuhei</a>",P,21,1.000,1,3,0,0,,91095134
2025,Regular Season,Chunichi Dragons,3,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095135"">Takahashi, Shuhei</a>",3B,27,0.951,11,28,2,3,,91095135
2025,Climax Series - Final Stage,Hanshin Tigers,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095136"">Takahashi, Haruto</a>",P,1,1.000,1,0,0,0,,91095136
2025,Japan Series,Hanshin Tigers,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095136"">Takahashi, Haruto</a>",P,1,0.000,0,0,0,0,,91095136
2025,Regular Season,Hanshin Tigers,29,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095136"">Takahashi, Haruto</a>",P,8,0.867,4,9,2,0,,91095136
2025,Regular Season,Yokohama DeNA Baystars,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095138"">Chino, Naoto</a>",2B,7,1.000,14,7,0,2,,91095138
2025,Regular Season,Fukuoka Softbank Hawks,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095151"">Satoh, Naoki</a>",OF,102,0.992,123,1,1,0,,91095151
2025,Regular Season,Fukuoka Softbank Hawks,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095153"">Sasagawa, Yoshiyasu</a>",OF,23,1.000,39,0,0,0,,91095153
2025,Regular Season,Saitama Seibu Lions,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=91095159"">Sugiyama, Haruki</a>",P,1,0.000,0,0,0,0,,91095159
2025,Regular Season,Chunichi Dragons,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195138"">Ishibashi, Kota</a>",C,5,1.000,6,0,0,1,0,91195138
2025,Regular Season,Chunichi Dragons,25,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195151"">Ishikawa, Takaya</a>",3B,20,0.982,14,41,1,3,,91195151
2025,Regular Season,Yomiuri Giants,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195157"">Asano, Shogo</a>",OF,22,1.000,37,0,0,0,,91195157
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195159"">Ishikami, Taiki</a>",SS,3,0.923,5,7,1,0,,91195159
2025,Climax Series - First Stage,Yokohama DeNA Baystars,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195159"">Ishikami, Taiki</a>",SS,2,0.900,4,5,1,1,,91195159
2025,Regular Season,Yokohama DeNA Baystars,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195159"">Ishikami, Taiki</a>",2B,1,1.000,1,4,0,0,,91195159
2025,Regular Season,Yokohama DeNA Baystars,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195159"">Ishikami, Taiki</a>",3B,13,1.000,2,14,0,3,,91195159
2025,Regular Season,Yokohama DeNA Baystars,44,"<a href=""https://proeyekyuu.com/player/?PlayerID=91195159"">Ishikami, Taiki</a>",SS,54,0.982,57,108,3,19,,91195159
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,19,"<a href=""https://proeyekyuu.com/player/?PlayerID=91295134"">Tamai, Taisho</a>",P,2,0.000,0,0,0,0,,91295134
2025,Climax Series - First Stage,Hokkaido Nippon-Ham Fighters,19,"<a href=""https://proeyekyuu.com/player/?PlayerID=91295134"">Tamai, Taisho</a>",P,1,1.000,0,1,0,0,,91295134
2025,Regular Season,Hokkaido Nippon-Ham Fighters,19,"<a href=""https://proeyekyuu.com/player/?PlayerID=91295134"">Tamai, Taisho</a>",P,40,0.889,2,6,1,0,,91295134
2025,Regular Season,Tokyo Yakult Swallows,30,"<a href=""https://proeyekyuu.com/player/?PlayerID=91295150"">Shoji, Kota</a>",P,45,1.000,3,5,0,1,,91295150
2025,Regular Season,Yokohama DeNA Baystars,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=91295159"">Takeda, Riku</a>",P,1,0.000,0,0,0,0,,91295159
2025,Regular Season,Chunichi Dragons,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395132"">Itayama, Yutaro</a>",1B,5,1.000,7,0,0,1,,91395132
2025,Regular Season,Chunichi Dragons,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395132"">Itayama, Yutaro</a>",2B,31,0.991,51,65,1,11,,91395132
2025,Regular Season,Chunichi Dragons,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395132"">Itayama, Yutaro</a>",3B,23,0.973,12,24,1,1,,91395132
2025,Regular Season,Chunichi Dragons,63,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395132"">Itayama, Yutaro</a>",OF,6,1.000,3,0,0,0,,91395132
2025,Climax Series - First Stage,Orix Buffaloes,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395138"">Ohta, Ryo</a>",1B,2,1.000,9,1,0,2,,91395138
2025,Climax Series - First Stage,Orix Buffaloes,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395138"">Ohta, Ryo</a>",2B,1,1.000,1,4,0,0,,91395138
2025,Regular Season,Orix Buffaloes,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395138"">Ohta, Ryo</a>",1B,44,1.000,128,11,0,12,,91395138
2025,Regular Season,Orix Buffaloes,31,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395138"">Ohta, Ryo</a>",2B,101,0.986,217,272,7,64,,91395138
2025,Regular Season,Chunichi Dragons,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395139"">Uebayashi, Seiji</a>",OF,124,0.995,204,6,1,2,,91395139
2025,Regular Season,Chiba Lotte Marines,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395151"">Ueda, Shota</a>",C,5,1.000,15,0,0,0,0,91395151
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395153"">Itoh, Yusuke</a>",P,2,0.000,0,0,0,0,,91395153
2025,Regular Season,Fukuoka Softbank Hawks,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395153"">Itoh, Yusuke</a>",P,5,1.000,0,1,0,1,,91395153
2025,Regular Season,Saitama Seibu Lions,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=91395159"">Ueda, Taiga</a>",P,4,1.000,2,3,0,0,,91395159
2025,Climax Series - First Stage,Orix Buffaloes,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495130"">Nishino, Masahiro</a>",2B,1,1.000,3,5,0,2,,91495130
2025,Regular Season,Orix Buffaloes,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495130"">Nishino, Masahiro</a>",2B,23,1.000,30,57,0,10,,91495130
2025,Regular Season,Orix Buffaloes,5,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495130"">Nishino, Masahiro</a>",3B,14,0.958,5,18,1,2,,91495130
2025,Regular Season,Hanshin Tigers,57,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495134"">Nagasaka, Kenya</a>",C,1,1.000,1,1,0,0,0,91495134
2025,Regular Season,Chiba Lotte Marines,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495136"">Nishimura, Takahiro</a>",P,1,0.000,0,0,0,0,,91495136
2025,Regular Season,Tokyo Yakult Swallows,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495138"">Hamada, Taiki</a>",OF,26,1.000,38,1,0,0,,91495138
2025,Regular Season,Orix Buffaloes,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495139"">Mori, Tomoya</a>",C,17,0.993,128,15,1,0,1,91495139
2025,Regular Season,Yokohama DeNA Baystars,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495150"">Tanai, Manato</a>",3B,1,1.000,0,1,0,0,,91495150
2025,Regular Season,Yokohama DeNA Baystars,56,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495150"">Tanai, Manato</a>",SS,1,0.000,0,0,0,0,,91495150
2025,Regular Season,Yomiuri Giants,020,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495153"">Toda, Natsuki</a>",P,2,1.000,0,1,0,0,,91495153
2025,Regular Season,Saitama Seibu Lions,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495155"">Nakata, Keisuke</a>",2B,24,0.974,35,39,2,12,,91495155
2025,Regular Season,Saitama Seibu Lions,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495155"">Nakata, Keisuke</a>",3B,6,1.000,1,2,0,0,,91495155
2025,Regular Season,Saitama Seibu Lions,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495155"">Nakata, Keisuke</a>",OF,27,1.000,16,1,0,0,,91495155
2025,Regular Season,Saitama Seibu Lions,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495155"">Nakata, Keisuke</a>",SS,2,0.833,3,2,1,0,,91495155
2025,Regular Season,Tokyo Yakult Swallows,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495157"">Nishimura, Ruito</a>",3B,3,1.000,1,0,0,0,,91495157
2025,Regular Season,Tokyo Yakult Swallows,36,"<a href=""https://proeyekyuu.com/player/?PlayerID=91495157"">Nishimura, Ruito</a>",OF,3,1.000,5,1,0,0,,91495157
2025,Regular Season,Yomiuri Giants,10,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595133"">Kai, Takuya</a>",C,65,0.998,460,56,1,7,2,91595133
2025,Climax Series - First Stage,Yomiuri Giants,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595136"">Kishida, Yukinori</a>",C,2,1.000,13,2,0,0,0,91595136
2025,Regular Season,Yomiuri Giants,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595136"">Kishida, Yukinori</a>",C,78,0.991,507,72,5,3,2,91595136
2025,Regular Season,Hiroshima Toyo Carp,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595150"">Okamoto, Shun</a>",P,41,1.000,1,11,0,0,,91595150
2025,Regular Season,Tokyo Yakult Swallows,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595153"">Uchiyama, Souma</a>",3B,2,0.000,0,0,0,0,,91595153
2025,Regular Season,Tokyo Yakult Swallows,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595153"">Uchiyama, Souma</a>",C,4,1.000,5,0,0,0,0,91595153
2025,Regular Season,Tokyo Yakult Swallows,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595153"">Uchiyama, Souma</a>",OF,108,0.986,207,4,3,2,,91595153
2025,Regular Season,Chiba Lotte Marines,28,"<a href=""https://proeyekyuu.com/player/?PlayerID=91595157"">Kikuchi, Riku</a>",P,21,0.750,0,3,1,0,,91595157
2025,Regular Season,Saitama Seibu Lions,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695132"">Hirasawa, Taiga</a>",1B,2,1.000,3,0,0,1,,91695132
2025,Regular Season,Saitama Seibu Lions,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695132"">Hirasawa, Taiga</a>",2B,2,0.833,3,2,1,0,,91695132
2025,Regular Season,Saitama Seibu Lions,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695132"">Hirasawa, Taiga</a>",OF,4,1.000,3,0,0,0,,91695132
2025,Regular Season,Tokyo Yakult Swallows,15,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695150"">Nakamura, Yuto</a>",P,4,0.667,1,1,1,0,,91695150
2025,Regular Season,Tokyo Yakult Swallows,0,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695153"">Namiki, Hidetaka</a>",OF,43,0.986,68,1,1,0,,91695153
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695157"">Hayashi, Takuma</a>",2B,3,1.000,8,6,0,0,,91695157
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695157"">Hayashi, Takuma</a>",SS,1,1.000,0,1,0,0,,91695157
2025,Climax Series - First Stage,Yokohama DeNA Baystars,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695157"">Hayashi, Takuma</a>",2B,2,1.000,10,7,0,2,,91695157
2025,Regular Season,Yokohama DeNA Baystars,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695157"">Hayashi, Takuma</a>",2B,47,0.981,78,125,4,18,,91695157
2025,Regular Season,Yokohama DeNA Baystars,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695157"">Hayashi, Takuma</a>",3B,15,0.923,6,6,1,0,,91695157
2025,Regular Season,Yokohama DeNA Baystars,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695157"">Hayashi, Takuma</a>",SS,42,0.983,32,87,2,16,,91695157
2025,Regular Season,Chiba Lotte Marines,59,"<a href=""https://proeyekyuu.com/player/?PlayerID=91695159"">Hayasaka, Oto</a>",P,9,1.000,1,0,0,0,,91695159
2025,Regular Season,Tohoku Rakuten Golden Eagles,11,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795114"">Kishi, Takayuki</a>",P,19,1.000,6,15,0,4,,91795114
2025,Regular Season,Yomiuri Giants,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795134"">Kohri, Takuya</a>",OF,2,0.000,0,0,0,0,,91795134
2025,Climax Series - First Stage,Yomiuri Giants,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795139"">Kobayashi, Seiji</a>",C,1,0.000,0,0,0,0,0,91795139
2025,Regular Season,Yomiuri Giants,22,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795139"">Kobayashi, Seiji</a>",C,13,1.000,61,5,0,0,0,91795139
2025,Regular Season,Hiroshima Toyo Carp,67,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795150"">Kikuchi, Harun</a>",P,4,1.000,1,0,0,0,,91795150
2025,Climax Series - Final Stage,Hanshin Tigers,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795151"">Oyokawa, Masaki</a>",P,2,1.000,0,1,0,0,,91795151
2025,Japan Series,Hanshin Tigers,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795151"">Oyokawa, Masaki</a>",P,3,0.000,0,0,0,0,,91795151
2025,Regular Season,Hanshin Tigers,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795151"">Oyokawa, Masaki</a>",P,66,1.000,1,7,0,1,,91795151
2025,Regular Season,Chunichi Dragons,14,"<a href=""https://proeyekyuu.com/player/?PlayerID=91795159"">Kusaka, Sho</a>",P,1,1.000,0,1,0,0,,91795159
2025,Regular Season,Tokyo Yakult Swallows,1,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895133"">Yamada, Tetsuto</a>",2B,96,0.991,193,233,4,46,,91895133
2025,Regular Season,Chiba Lotte Marines,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895138"">Yamaguchi, Koki</a>",1B,9,1.000,55,4,0,4,,91895138
2025,Regular Season,Chiba Lotte Marines,51,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895138"">Yamaguchi, Koki</a>",OF,7,1.000,15,0,0,0,,91895138
2025,Regular Season,Hiroshima Toyo Carp,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895153"">Futamata, Shoichi</a>",1B,13,0.967,54,4,2,3,,91895153
2025,Regular Season,Hiroshima Toyo Carp,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895153"">Futamata, Shoichi</a>",3B,17,0.958,9,14,1,2,,91895153
2025,Regular Season,Hiroshima Toyo Carp,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895153"">Futamata, Shoichi</a>",OF,15,1.000,27,0,0,0,,91895153
2025,Regular Season,Hiroshima Toyo Carp,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895153"">Futamata, Shoichi</a>",SS,11,0.973,12,24,1,3,,91895153
2025,Regular Season,Saitama Seibu Lions,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895155"">Furuichi, Takeru</a>",C,9,1.000,38,1,0,1,0,91895155
2025,Regular Season,Hiroshima Toyo Carp,26,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895157"">Masuda, Takehisa</a>",P,4,0.000,0,0,0,0,,91895157
2025,Regular Season,Fukuoka Softbank Hawks,65,"<a href=""https://proeyekyuu.com/player/?PlayerID=91895159"">Fujita, Yutaro</a>",C,1,0.000,0,0,0,0,0,91895159
2025,Regular Season,Saitama Seibu Lions,27,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995112"">Sumitani, Ginjiro</a>",C,39,1.000,178,26,0,1,2,91995112
2025,Regular Season,Yomiuri Giants,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995131"">Chono, Hisayoshi</a>",OF,2,0.667,2,0,1,0,,91995131
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995134"">Sano, Keita</a>",1B,1,1.000,1,1,0,0,,91995134
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995134"">Sano, Keita</a>",OF,3,1.000,2,0,0,0,,91995134
2025,Climax Series - First Stage,Yokohama DeNA Baystars,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995134"">Sano, Keita</a>",OF,2,1.000,3,0,0,0,,91995134
2025,Regular Season,Yokohama DeNA Baystars,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995134"">Sano, Keita</a>",1B,74,0.998,489,35,1,31,,91995134
2025,Regular Season,Yokohama DeNA Baystars,7,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995134"">Sano, Keita</a>",OF,83,0.984,122,4,2,1,,91995134
2025,Japan Series,Hanshin Tigers,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995136"">Shimada, Kairi</a>",OF,3,1.000,6,0,0,0,,91995136
2025,Regular Season,Hanshin Tigers,53,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995136"">Shimada, Kairi</a>",OF,18,1.000,10,0,0,0,,91995136
2025,Climax Series - Final Stage,Fukuoka Softbank Hawks,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995138"">Sugiyama, Kazuki</a>",P,3,0.000,0,0,0,0,,91995138
2025,Japan Series,Fukuoka Softbank Hawks,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995138"">Sugiyama, Kazuki</a>",P,4,1.000,2,0,0,0,,91995138
2025,Regular Season,Fukuoka Softbank Hawks,40,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995138"">Sugiyama, Kazuki</a>",P,65,0.857,4,2,1,0,,91995138
2025,Regular Season,Chunichi Dragons,33,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995139"">Sobue, Daisuke</a>",P,19,1.000,2,1,0,0,,91995139
2025,Climax Series - First Stage,Orix Buffaloes,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995151"">Kurebayashi, Kotaro</a>",SS,2,1.000,5,2,0,1,,91995151
2025,Regular Season,Orix Buffaloes,24,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995151"">Kurebayashi, Kotaro</a>",SS,115,0.986,186,312,7,67,,91995151
2025,Regular Season,Hiroshima Toyo Carp,20,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995153"">Kuribayashi, Ryoji</a>",P,55,0.944,1,16,1,0,,91995153
2025,Regular Season,Hiroshima Toyo Carp,62,"<a href=""https://proeyekyuu.com/player/?PlayerID=91995157"">Shimizu, Kanato</a>",C,4,0.968,29,1,1,0,0,91995157
2025,Regular Season,Tohoku Rakuten Golden Eagles,12,"<a href=""https://proeyekyuu.com/player/?PlayerID=93095150"">Gonzalez, Oscar</a>",OF,38,0.966,55,1,2,0,,93095150
2025,Regular Season,Chunichi Dragons,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195132"">Yamamoto, Yasuhiro</a>",2B,31,1.000,43,62,0,8,,93195132
2025,Regular Season,Chunichi Dragons,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195132"">Yamamoto, Yasuhiro</a>",3B,23,1.000,4,17,0,3,,93195132
2025,Regular Season,Chunichi Dragons,60,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195132"">Yamamoto, Yasuhiro</a>",SS,77,0.987,103,202,4,38,,93195132
2025,Climax Series - Final Stage,Yokohama DeNA Baystars,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195134"">Morihara, Kohei</a>",P,1,1.000,1,0,0,0,,93195134
2025,Climax Series - First Stage,Yokohama DeNA Baystars,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195134"">Morihara, Kohei</a>",P,2,0.000,0,0,0,0,,93195134
2025,Regular Season,Yokohama DeNA Baystars,45,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195134"">Morihara, Kohei</a>",P,30,1.000,2,6,0,0,,93195134
2025,Regular Season,Tokyo Yakult Swallows,43,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195136"">Yamamoto, Daiki</a>",P,17,0.857,2,4,1,0,,93195136
2025,Regular Season,Fukuoka Softbank Hawks,00,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195138"">Watanabe, Riku</a>",C,22,1.000,105,8,0,1,1,93195138
2025,Regular Season,Tokyo Yakult Swallows,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=93195155"">Maruyama, Kazuya</a>",OF,35,1.000,17,1,0,1,,93195155
2025,Regular Season,Chunichi Dragons,91,"<a href=""https://proeyekyuu.com/player/?PlayerID=93295157"">Mejia, Humberto</a>",P,25,0.923,4,8,1,1,,93295157
2025,Regular Season,Chunichi Dragons,47,"<a href=""https://proeyekyuu.com/player/?PlayerID=93395150"">Yoshida, Seiya</a>",P,5,0.000,0,0,0,0,,93395150
2025,Regular Season,Hiroshima Toyo Carp,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=93395153"">Yano, Masaya</a>",2B,3,1.000,4,6,0,1,,93395153
2025,Regular Season,Hiroshima Toyo Carp,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=93395153"">Yano, Masaya</a>",SS,107,0.979,138,233,8,37,,93395153
2025,Regular Season,Hiroshima Toyo Carp,16,"<a href=""https://proeyekyuu.com/player/?PlayerID=93395155"">Mori, Shohei</a>",P,23,1.000,11,17,0,0,,93395155
2025,Regular Season,Saitama Seibu Lions,99,"<a href=""https://proeyekyuu.com/player/?PlayerID=93395159"">Murata, Reon</a>",1B,5,1.000,47,4,0,5,,93395159
2025,Climax Series - Final Stage,Hokkaido Nippon-Ham Fighters,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=93595150"">Gu Lin, Ruei-Yang</a>",P,1,1.000,1,0,0,0,,93595150
2025,Regular Season,Hokkaido Nippon-Ham Fighters,37,"<a href=""https://proeyekyuu.com/player/?PlayerID=93595150"">Gu Lin, Ruei-Yang</a>",P,7,1.000,0,3,0,0,,93595150
2025,Regular Season,Fukuoka Softbank Hawks,77,"<a href=""https://proeyekyuu.com/player/?PlayerID=93595155"">Yamamoto, Keita</a>",OF,23,0.958,23,0,1,0,,93595155
2025,Regular Season,Tokyo Yakult Swallows,58,"<a href=""https://proeyekyuu.com/player/?PlayerID=93795150"">Baumann, Mike</a>",P,16,0.000,0,0,0,0,,93795150
2025,Regular Season,Chunichi Dragons,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=93795157"">Calixte, Orlando</a>",1B,29,1.000,218,7,0,21,,93795157
2025,Regular Season,Chunichi Dragons,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=93795157"">Calixte, Orlando</a>",3B,4,1.000,1,3,0,1,,93795157
2025,Regular Season,Chunichi Dragons,4,"<a href=""https://proeyekyuu.com/player/?PlayerID=93795157"">Calixte, Orlando</a>",OF,13,1.000,25,0,0,0,,93795157
2025,Regular Season,Hokkaido Nippon-Ham Fighters,42,"<a href=""https://proeyekyuu.com/player/?PlayerID=93795159"">Zabala, Aneurys</a>",P,2,0.000,0,0,0,0,,93795159
2025,Regular Season,Tokyo Yakult Swallows,39,"<a href=""https://proeyekyuu.com/player/?PlayerID=93995150"">Lambert, Peter</a>",P,21,1.000,3,17,0,2,,93995150
2025,Regular Season,Chiba Lotte Marines,97,"<a href=""https://proeyekyuu.com/player/?PlayerID=93995155"">Guerrero, Tayron</a>",P,21,1.000,0,4,0,0,,93995155
